occurrenceId,canonicalElementId,sourceCode,sourceLabel,aggregationRule,zeroBlankSemantics,reportingUnitGuard,totalComponentGuard,temporalGuard,identifierGuard,status
HMIS-RPTCOL-STATE-0119,HMIS-DE-0571,4.4.2.a,"Out of the above, number of Newborns having weight less than 1800 gms","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0120,HMIS-DE-0427,4.4.3,Number of Newborns breast fed within 1 hour of birth,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0121,HMIS-DE-0266,4.4.4,No. of Newborns discharged from the facility were exclusively breastfed till discharge,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0122,HMIS-DE-0431,4.4.5,Number of Newborns received Donor Human Milk (DHM) in the facility,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0123,HMIS-DE-0432,4.5.1,"Number of Newborns screened for defects at birth (as per Comprehensive Newborn Screening, RBSK)","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0124,HMIS-DE-0429,4.5.1.a,"Number of Newborns identified with visible birth defects (including Neural tube defect, Down’s Syndrome, Cleft Lip & Palate, Club foot and Developmental dysplasia of the hip)","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0125,HMIS-DE-0517,4.5.3,Number of SNCU discharged babies screened in DEIC,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0126,HMIS-DE-0325,4.5.5,"Number of children till age 18 years (affected with selected health conditions) managed for 4 Ds (Disease, Deficiency, Developmental Delay & Defect)","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0127,HMIS-DE-0324,4.5.6,Number of children till age 18 years (affected with selected health conditions) managed by Intervention - Surgical,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0128,HMIS-DE-0326,4.5.7,Number of children till age 18 years managed at DEIC (District Early Intervention Centre),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0129,HMIS-DE-0528,5.1.1,"Number of women of reproductive age (WRA) 20-49 years (non-pregnant, non-lactating), provided 4 Red Iron and folic acid (IFA) tablets in a month","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0130,HMIS-DE-0311,5.1.2,Number of children (6-59 months old) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0131,HMIS-DE-0444,5.1.3.a,Number of out of school children (5 -9 years) given 4-5 IFA Pink tablets at Anganwadi Centres,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0132,HMIS-DE-0440,5.2.1.c,Number of out of school adolescent girls (10-19 years) having anaemia (Hb 8.1-11.9 g/dl),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0133,HMIS-DE-0395,5.2.1.e,Number of lactating mothers (of 0-6 months old child) having anaemia (Hb 8.1-11.9 g/dl),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0134,HMIS-DE-0526,5.2.1.f,"Number of women of reproductive age (non-pregnant, non-lactating) (20-49 years) having anaemia (Hb 8.1-11.9 g/dl)","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0135,HMIS-DE-0441,5.2.2.c,Number of out of school adolescent girls (10-19 years) having severe anaemia (Hb <8 g/dl),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0136,HMIS-DE-0396,5.2.2.e,Number of lactating mothers (of 0-6 months old child) having severe anaemia (Hb <8 g/dl),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0137,HMIS-DE-0527,5.2.2.f,"Number of women of reproductive age (non-pregnant, non-lactating) (20-49 years) having severe anaemia (Hb <8 g/dl)","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0138,HMIS-DE-0284,5.2.3.a,Number of anaemic in-school Children (5-9 years) put on treatment,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0139,HMIS-DE-0283,5.2.3.b,Number of anaemic in-school adolescent girls (10-19 years) put on treatment,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0140,HMIS-DE-0286,5.2.3.c,Number of anaemic out of school adolescent girls (10-19 years) put on treatment,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0141,HMIS-DE-0282,5.2.3.d,Number of anaemic in-school adolescent boys (10-19 years) put on treatment,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0142,HMIS-DE-0285,5.2.3.e,Number of anaemic lactating mothers (of 0-6 months old child) put on treatment,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0143,HMIS-DE-0288,5.2.3.f,"Number of anaemic women of reproductive age (non-pregnant, non-lactating) (20-49 years) put on treatment","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0144,HMIS-DE-0394,5.2.4.a,Number of lactating mothers (of 0-6 months old child) diagnosed with severe anaemia and put on treatment,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0145,HMIS-DE-0151,6.1,"In case of home delivery, number of women receiving 1st Postpartum checkups within 48 hours","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0146,HMIS-DE-0531,6.2,Number of women receiving Postpartum checkup between 48 hours and 14 days after Institutional delivery,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0147,HMIS-DE-0421,6.3,Number of mothers provided full course of 180 IFA tablets after delivery,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0148,HMIS-DE-0420,6.4,Number of mothers provided full course 360 Calcium tablets after delivery,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0149,HMIS-DE-0637,6.5,Total No of High Risk Mothers identified during Post Natal Period,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0150,HMIS-DE-0537,6.6,Out of above identified number of High Risk Mothers managed (including referred in cases),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0151,HMIS-DE-0402,7.1.1,Number of males assessed for STI/RTI,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0152,HMIS-DE-0567,7.1.1.a,"Out of the above, number of males diagnosed with STI/RTI","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0153,HMIS-DE-0569,7.1.1.b,"Out of the above, number of males treated for STI/RTI","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0154,HMIS-DE-0355,7.1.2,Number of females (all females) assessed for STI/RTI,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0155,HMIS-DE-0559,7.1.2.a,"Out of the above, number of females (all females) diagnosed with STI/RTI","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0156,HMIS-DE-0560,7.1.2.b,"Out of the above, number of females (all females) treated for STI/RTI","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0157,HMIS-DE-0365,7.1.3,Number of H/TG assessed for STI/RTI,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0158,HMIS-DE-0563,7.1.3.a,"Out of the above, number of H/TG people diagnosed with STI/RTI","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0159,HMIS-DE-0565,7.1.3.b,"Out of the above, number of H/TG people treated for STI/RTI","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0160,HMIS-DE-0435,8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0161,HMIS-DE-0397,8.2.1,Number of Laparoscopic sterilizations (excluding post-abortion) conducted,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0162,HMIS-DE-0391,8.2.2,Number of Interval sterilizations (Mini-lap/Conventional) (other than post-partum and post abortion) conducted,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0163,HMIS-DE-0456,8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0164,HMIS-DE-0453,8.2.4,Number of Post-abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0165,HMIS-DE-0390,8.3,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0166,HMIS-DE-0455,8.4,Number of Postpartum (within 48 hours of delivery) IUCD insertions,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0167,HMIS-DE-0452,8.5,Number of Post-abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0168,HMIS-DE-0392,8.6,Number of IUCD Removals,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
