canonicalElementId,canonicalElementLabel,component,facilityTypes,moduleTitles,sourceCodes,absenceClassification,retirementStatus,interpretation,reviewStatus
HMIS-DE-0308,Number of children (0 - 18 years) identified with selected birth defect by RBSK Mobile Health teams,RBSK / child screening,Block Headquarters,Rashtriya Bal Swasthaya Karyakram (RBSK),1.4.4.a,Outside observed module scope,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0309,Number of children (6 Weeks to 6 years) screened by RBSK mobile health teams at Anganwadi center,RBSK / child screening,Block Headquarters,Rashtriya Bal Swasthaya Karyakram (RBSK),1.1,Outside observed module scope,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0310,Number of children (6 years to 18 years) screened by RBSK mobile health teams at Govt and Govt aided schools,RBSK / child screening,Block Headquarters,Rashtriya Bal Swasthaya Karyakram (RBSK),1.1.a,Outside observed module scope,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0312,Number of children 5-9 years provided Weekly Iron Folic Acid (IFA Pink) tablets in a month,Anaemia and nutrition,Block Headquarters; CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Anaemia Mukt Bharat,2.1.1; 4.1.3; 5.1.3,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0313,Number of Children 9-11 months who received:,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.2; 9.2,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0314,Number of children aged between 9 and <12 months FULLY IMMUNIZED {BCG +OPV123+ Pentavalent123+ MR/ Measles Containing Vaccine (MCV)-1st Dose},Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.2.5; 9.2.5,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0316,Number of children identified with Deficiency by RBSK Mobile Health teams,RBSK / child screening,Block Headquarters,Rashtriya Bal Swasthaya Karyakram (RBSK),1.2.2.a,Outside observed module scope,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0317,Number of children identified with Developmental delay by RBSK Mobile Health teams,RBSK / child screening,Block Headquarters,Rashtriya Bal Swasthaya Karyakram (RBSK),1.2.3.a,Outside observed module scope,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0318,Number of children identified with Disease by RBSK Mobile Health teams,RBSK / child screening,Block Headquarters,Rashtriya Bal Swasthaya Karyakram (RBSK),1.2.1.a,Outside observed module scope,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0319,Number of children identified with selected health conditions ( New Born - 18 years),Newborn and pregnancy outcomes,Block Headquarters,Rashtriya Bal Swasthaya Karyakram (RBSK),1.2,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0320,Number of Children more than 12 months who received:,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.4; 9.4,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0322,Number of Children more than 23 months who received:,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.5; 9.5,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0363,Number of Girls (6th -12th class) provided 4/5 IFA tablets in schools,Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.3.1.a,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0364,Number of Girls (6th -12th class) provided albendazole in schools,Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.3.2.a,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0369,Number of Home Deliveries attended by,Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Deliveries,2.1.1,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0373,Number of Immunisation sessions,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.7; 9.7,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0374,Number of in-school adolescent boys (10-19 years) having anaemia,Adolescent health,Block Headquarters,Anaemia Mukt Bharat,2.2.1.c,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0375,Number of in-school adolescent boys (10-19 years) having severe anaemia (Hb <8 g/dL (deciliter)),Adolescent health,Block Headquarters,Anaemia Mukt Bharat,2.2.2.c,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0376,Number of in-school adolescent girls (10-19 years) having anaemia (Hb 8.1-11.9 g/dL (deciliter)),Adolescent health,Block Headquarters,Anaemia Mukt Bharat,2.2.1.b,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0377,Number of in-school adolescent girls (10-19 years) having severe anaemia (Hb <8 g/dL (deciliter)),Adolescent health,Block Headquarters,Anaemia Mukt Bharat,2.2.2.b,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0378,Number of in-school children (5 - 9 years) provided 4-5 IFA Pink tablets in schools,Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.1.1.a,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0379,Number of in-school Children (5-9 years) having anaemia (Hb 8.1-11.4 g/dL (deciliter)),Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.2.1.a,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0380,Number of in-school Children (5-9 years) having severe anaemia (Hb <8 g/dL (deciliter)),Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.2.2.a,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0386,Number of Infants 0 to 11 months old who received:,Immunization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,CHILD IMMUNISATION,8.1; 9.1,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0398,Number of Left Against Medical Advice (LAMA) cases,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.3.7; 14.3.7,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0401,Number of Lymphatic Filarisis lymphoedema patients received MMDP(Morbidity Management And Disability Prevention) kits,Vector-borne diseases,HWC-SC,National Vector Borne Disease Control Programme(NVBDCP),10.2.2,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0404,Number of Maternal Deaths (Home & Transit deaths) due to Abortion and/ or its complication,STI/RTI services,Block Headquarters,Mortality Details,3.3.4,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0405,Number of Maternal Deaths (Home & Transit deaths) due to APH (Antepartum Haemmorhage),Tuberculosis services,Block Headquarters,Mortality Details,3.3.1,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0406,Number of Maternal Deaths (Home & Transit deaths) due to Obstructed/prolonged labour,Mortality and death review,Block Headquarters,Mortality Details,3.3.5,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0407,Number of Maternal Deaths (Home & Transit deaths) due to Other/Unknown Causes,Mortality and death review,Block Headquarters,Mortality Details,3.3.7,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0408,Number of Maternal Deaths (Home & Transit deaths) due to PPH (Post-Partum Haemmorhage),Mortality and death review,Block Headquarters,Mortality Details,3.3.2,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0409,"Number of Maternal Deaths (Home & Transit deaths) due to Pregnancy related infection and sepsis, Fever",Antenatal care and high-risk pregnancy,Block Headquarters,Mortality Details,3.3.3,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0410,"Number of Maternal Deaths (Home & Transit deaths) due to Severe hypertension/fits/Pre Eclampsia/Eclampsia & in pregnancy, during delivery and puerperium",Antenatal care and high-risk pregnancy,Block Headquarters,Mortality Details,3.3.6,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0417,"Number of Maternal Deaths at facility due to Severe hypertension/fits/Pre Eclampsia/Eclampsia & in pregnancy, during delivery and puerperium",Antenatal care and high-risk pregnancy,HWC-PHC; HWC-SC,Details of deaths reported:,14.5.6; 15.5.6,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0419,Number of Maternal Deaths reviewed through Community based Maternal Death Review (CBMDR),Mortality and death review,District Headquarters,Death Reviews (DR) Done,2.3,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0422,Number of MTPs conducted,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Pregnancy outcome & details of new-born/children,4.3.1,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0425,Number of new STI/RTI cases identified,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Sexually Transmitted Infections/Reproductive Tract Infections (STI/RTI) Cases,6.1; 7.1,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0436,Number of oral health camps ONLY for screening organized at community/village level,Other HMIS reporting,District Headquarters,National Oral Health Programme (NOHP),5.2,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0437,Number of oral health camps ONLY for screening organized at school level for school children,Other HMIS reporting,District Headquarters,National Oral Health Programme (NOHP),5.5,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0438,Number of oral health camps ONLY for treatment organized at community/village level,Other HMIS reporting,District Headquarters,National Oral Health Programme (NOHP),5.3,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0439,Number of oral health camps ONLY for treatment organized at school level for school children,Other HMIS reporting,District Headquarters,National Oral Health Programme (NOHP),5.6,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0442,Number of out of school adolescent girls (10-19 years) provided 4/5 IFA tablets at Anganwadi Centres,Adolescent health,Block Headquarters,Anaemia Mukt Bharat,2.3.3,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0443,Number of out of school adolescent girls (10-19 years) provided albendazole tablet at Anganwadi Centres,Adolescent health,Block Headquarters,Anaemia Mukt Bharat,2.3.4,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0448,Number of persons that consumed MDA (Mass Drug Administration) drugs during the MDA round,Vector-borne diseases,HWC-SC,National Vector Borne Disease Control Programme(NVBDCP),10.2.1,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0454,Number of Post-operative Surgical Site infection,Tuberculosis services,Medical College,National TB Elimination Programme (NTEP),14.8.3,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0459,Number of Pre-term newborns (< 37 weeks of pregnancy),Antenatal care and high-risk pregnancy,HWC-SC,Pregnancy outcome & details of new-born/children,3.1.2,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0480,Number of Pregnant Women who are HBsAg positive (out of those tested for Hepatitis B i.e. HBsAg),Antenatal care and high-risk pregnancy,HWC-SC,Patient Services,12.13.3.b,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0482,Number of Pregnant Women(PW) and Post Natal Care (PNC) Beneficiaries,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.7.1; 13.11.1; 14.12.1,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0487,Number of PW and PNC beneficiaries provided - Free Diagnostics under JSSK,Postnatal care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.7.1.c; 13.11.1.c; 14.12.1.c,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0488,Number of PW and PNC beneficiaries provided - Free Medicines under JSSK,Postnatal care,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.7.1.a; 13.11.1.a; 14.12.1.a,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0509,Number of sick infants provided,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.7.2; 13.11.2; 14.12.2,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0518,Number of students (6th -12th class) provided 4-5 IFA tablets in schools,Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.3.1,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0519,Number of students (6th -12th class) provided albendazole in schools,Anaemia and nutrition,Block Headquarters,Anaemia Mukt Bharat,2.3.2,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0532,Nutritional Rehabilitation Centre (NRC),Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.12; 14.13,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0534,Operations (excluding C-section),Delivery and intrapartum care,CHC; Civil Hospital / SDH; District Hospital; Medical College,National TB Elimination Programme (NTEP); Patient Services,14.8,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0535,"Other Deaths (except Infant, Child & Maternal Deaths) 5 years and above due to",Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.6; 15.6; 16.7,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0536,Other Services,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.1.2; 13.1.2; 14.1.2,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0547,"Out of registered adolescents (10-19 years), number received clinical services",Adolescent health,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Adolescent Health,12.1.2,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0548,"Out of registered adolescents (10-19 years), number received counselling",Adolescent health,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Adolescent Health,12.1.3,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0580,"Out of total number maternal deaths (Home & Transit deaths), deaths with age more than >19- 49 years",Mortality and death review,Block Headquarters,Mortality Details,3.2.3,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0581,"Out of total number maternal deaths (Home & Transit deaths), deaths with age more than >49 years",Mortality and death review,Block Headquarters,Mortality Details,3.2.4,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0588,"Out of total number of maternal deaths (Home & Transit deaths), deaths with age 15-19 years",Mortality and death review,Block Headquarters,Mortality Details,3.2.2,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0589,"Out of total number of maternal deaths (Home & Transit deaths), deaths with age less than <15 years",Mortality and death review,Block Headquarters,Mortality Details,3.2.1,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0596,Outpatient attendance (All) (excluding teleconsultation),Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.2; 13.2; 14.2,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0599,Peer Educator Programme,Adolescent health,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Adolescent Health,11.2; 12.3,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0600,Post-abortion/MTP Complications,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Pregnancy outcome & details of new-born/children,3.3; 4.3.2,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0603,Pregnancy Outcome (in number),Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Pregnancy outcome & details of new-born/children,3.1; 4.1,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0604,Pregnant Women (PW) with Anaemia,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.4,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0605,Pregnant Women (PW) with Gestational Diabetes Mellitus (GDM),Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.5,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0606,Pregnant Women (PW) with Hypertension (BP>140/90),Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.3,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0607,Pregnant Women (PW) with Syphilis,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.6,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0608,Quality in sterilization services,Family planning,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Family Planning,7.15; 8.18,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0609,Radiology,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,Diagnostics,14.6.1; 15.6.1,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0610,Rapid Diagnostic Test (RDT ),STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National Vector Borne Disease Control Programme (NVBDCP); National Vector Borne Disease Control Programme(NVBDCP),10.1.1; 11.1.2,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0611,Rashtriya Bal Swasthya Karyakram (RBSK),Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Pregnancy outcome & details of new-born/children,3.5; 4.5,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0613,RTI /STI colour coded syndromic kits ( I to VII),STI/RTI services,District Headquarters,Other Items,1.5,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0614,Services provided,Tuberculosis services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,National TB Elimination Programme (NTEP); Patient Services,12.1; 13.1; 14.1,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0615,Services provided in outreach camps during the month,Patient services and utilization,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC,Patient Services,12.1.3; 13.1.3; 14.1.3,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0616,Sick Newborns (up to 4 weeks) Admissions,Newborn and pregnancy outcomes,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; Medical College,National TB Elimination Programme (NTEP); Patient Services,13.10; 14.10,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0617,SNCU(Deaths & Discharge),Newborn and pregnancy outcomes,CHC; Civil Hospital / SDH; District Hospital; Medical College,National TB Elimination Programme (NTEP); Patient Services,14.11,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0618,STI/RTI attendees Tested for Syphilis,STI/RTI services,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Diagnostics,13.4; 14.4; 15.4,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0619,Still Birth,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Pregnancy outcome & details of new-born/children,3.1.3; 4.1.3,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0621,Syphilis test conducted for Pregnant Women,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.6.1,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0623,Thyroid test conducted for Pregnant Women,Antenatal care and high-risk pregnancy,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Ante Natal Care (ANC) Services & High Risk Pregnancies,1.7,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0626,Total cases Referred out (OPD+Emergency)-During Day,Patient services and utilization,HWC-SC,Patient Services,12.3.1,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0633,Total In-transit Deaths :Excluding infant & maternal deaths,Mortality and death review,CHC; Civil Hospital / SDH; District Hospital; HWC-PHC; HWC-SC; Medical College,Details of deaths reported:,14.9; 15.9; 16.10,Not observed; applicability unresolved,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
HMIS-DE-0634,"Total Maternal Deaths Reviewed (MDR) by CMO, out of total reported maternal deaths",Mortality and death review,District Headquarters,Death Reviews (DR) Done,2.1,Potential facility/format-specific absence,Not retired,Absent from this Jharkhand report schema only; no conclusion about national/current availability,"Facility type, format type and report-period context required"
